id;title;summary;link;published;topic;politik;utbildning;religion;miljo;ekonomi;livsstilfritt;samhallekonflikter;halsa;idrott;vetenskapteknik
64;"Hamnanställd varslas för illojalitet och säkerhetsbrott";"En anställd i Göteborgs hamn har varslats med hänvisning till rikets säkerhet. Det rapporterar P4 Göteborg. Till DN säger den anställda att han inte förstår vad han anklagas för.";https://www.dn.se/sverige/hamnanstalld-varslas-for-illojalitet-och-sakerhetsbrott/;"2025-02-03 17:16:21";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
65;"Tullbesked gladde New York-börsen";"New York-börsen inledde veckans handel med en tydlig nedgång. Men de ledande indexen hämtade sig något sedan Mexiko offentliggjort att USA skjuter på strafftullarna mot landet i en månad.";https://www.dn.se/ekonomi/tullbesked-gladde-new-york-borsen/;"2025-02-03 17:12:11";;0;0;0;0;0;0;0;0;0;0
66;"Avstängd räddningschef anklagas för att ha godkänt miljoner i omotiverad övertid";"Den avstängde räddningschefen i Göteborg är nu granskad av externa utredare. Han har, enligt rapporten, gett sina kollegor omotiverad övertidsersättning på sammanlagt 3,4 miljoner kronor. ”Det viktigaste i rapporten är att inget är till min egen vinning”, skriver han till DN.";https://www.dn.se/sverige/avstangd-raddningschef-anklagas-for-att-ha-godkant-miljoner-i-omotiverad-overtid/;"2025-02-03 17:04:32";;0;0;0;0;0;0;0;0;0;0
67;"Extrema översvämningar i Australien – tusentals flyr";"Samhällen har isolerats och tusentals tvingats på flykt av förödande översvämningar längs Australiens nordöstra kust. Regnet väntas fortsätta. – Det är tungt att se förstörelse på den här nivån, säger Queenslands premiärminister David Crisafulli.";https://www.dn.se/varlden/extrema-oversvamningar-i-australien-tusentals-flyr/;"2025-02-03 17:00:06";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
68;"Insändare. Noterat av DN:s läsare den 3 februari";"INSÄNDARE. Läsarna ger kortfattat sin syn på läget i Sverige och världen samt DN:s innehåll måndagen den 3 februari.";https://www.dn.se/insandare/noterat-av-dns-lasare-den-3-februari-2/;"2025-02-03 16:59:52";;0;0;0;0;0;0;0;0;0;0
69;"Carl Johan von Seth: Så slår Trumps tullar mot börsen, inflationen och räntorna";"Handelskriget är här. Donald Trumps beslut att införa höga tullar mot Kanada, Mexiko och Kina sänder nu chockvågor genom världsekonomin och de globala finansmarknaderna. Hur hänger allt ihop?";https://www.dn.se/ekonomi/carl-johan-von-seth-sa-slar-trumps-tullar-mot-borsen-inflationen-och-rantorna/;"2025-02-03 16:20:14";Ekonomi;0;0;0;0;1;0;0;0;0;0
70;"Jennifer Hermoso i rätten: ”Förstörde en av de lyckligaste stunderna i mitt liv”";"Jennifer Hermoso frågades ut i över två timmar när rättegången mot den tidigare spanske fotbollsordföranden Luis Rubiales inleddes. Fotbollsspelaren vittnade om konsekvenserna den ovälkomna kyssen under VM-guldfirandet fått. – Mitt liv sattes på standby i den stunden. Jag har inte kunnat leva fritt sedan dess, sade hon.";https://www.dn.se/sport/jennifer-hermoso-i-ratten-forstorde-en-av-de-lyckligaste-stunderna-i-mitt-liv/;"2025-02-03 16:14:34";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
71;"Även tullar mot Kanada skjuts upp";"RIO DE JANEIRO/STOCKHOLM. Även USA:s planerade handelstullar mot Kanada skjuts på framtiden, meddelar Kanadas premiärminister Justin Trudeau bara timmar innan de skulle införas. Tidigare under kvällen kom motsvarande besked från Mexiko, landet får en månads tidsfrist mot att man sänder 10 000 soldater till den amerikanska gränsen för att motverka fentanylsmuggling.";https://www.dn.se/varlden/mexikos-president-reagerar-kraftfullt-pa-trumps-uttalande/;"2025-02-03 15:56:43";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
72;"Tingsrätten: Dom ska inte tolkas som att koranbränning är förbjudet";"Tingsrätten dömer Salwan Momikas medhjälpare Salwan Najem för hets mot folkgrupp. Men enligt domstolen ska det inte tolkas som att det är förbjudet att bränna koranen i Sverige. – Det kan finnas situationer där man förmodligen skulle kunna bränna en koran utan att för den sakens skull göra sig skyldig till hets mot folkgrupp, säger lagmannen Göran Lundahl.";https://www.dn.se/sverige/tingsratten-dom-ska-inte-tolkas-som-att-koranbranning-ar-forbjudet/;"2025-02-03 15:28:27";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
73;"Ryska medier: ”Välplanerat mord” på paramilitära ledaren";"Den paramilitäre ledaren Armen Sarkisyan, grundare av en prorysk enhet som stridit mot Ukraina, dödades i måndagens bombdåd mot ett lyxkomplex i centrala Moskva. Rysk statlig media kallar explosionen för ett ”välplanerat mord.”";https://www.dn.se/varlden/ryska-medier-valplanerat-mord-pa-paramilitara-ledaren/;"2025-02-03 15:27:00";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
74;"Insändare. Svar: Orimligt att elnätsbolag tillåts göra övervinster till 2027";"SVAR PÅ INSÄNDARE. Miljötänkande villaägare som investerat i värmepump och elbil straffas av Ellevios nya effektavgift. Det är dessutom orimligt att elnätsbolag tillåts göra övervinster till den 1 januari 2027, skriver Elleviokunden Åke Fröjd.";https://www.dn.se/insandare/svar-orimligt-att-elnatsbolag-tillats-gora-overvinster-till-2027/;"2025-02-03 15:13:20";;0;0;0;0;0;0;0;0;0;0
75;"Kajsa Haidl: Beyoncé tog historisk countryrevansch på Grammygalan";"Beyoncé prisades i kategorierna årets album och årets countryalbum på Grammygalan. Det är lika stort som nödvändigt för countrymusikens utveckling, skriver DN:s Kajsa Haidl.";https://www.dn.se/kultur/kajsa-haidl-beyonce-gjorde-historisk-countryrevansch-pa-grammygalan/;"2025-02-03 15:07:58";LivsstilFritt;0;0;0;0;0;1;0;0;0;0
76;"Insändare. Förbjud algoritmerna som drar in unga i gängkriminalitet";"INSÄNDARE. Eftersom teknikjättarna saknar intresse av att begränsa sociala medier för brottslingar måste politikerna ingripa. Ta bort algoritmbaserade rekommendationer för personer under 18 år, skriver Tomas Stephanson.";https://www.dn.se/insandare/forbjud-algoritmerna-som-drar-in-unga-i-gangkriminalitet/;"2025-02-03 14:50:09";;0;0;0;0;0;0;0;0;0;0
77;"Mer än en tredjedel av Kistas kontorsyta står tom – ”genuint orolig”";"Kista har marknadsförts som Sveriges ”Silicon Valley”, svaret på it-klustret på den amerikanska västkusten. Nu står mer än vart tredje kontor tomt. – Jag är genuint orolig för Kistas utveckling, säger Christofer Fjellner (M), oppositionsborgarråd i Stockholms stad.";https://www.dn.se/sverige/mer-an-en-tredjedel-av-kistas-kontorsyta-star-tom-genuint-orolig/;"2025-02-03 14:47:15";;0;0;0;0;0;0;0;0;0;0
78;"Insändare. Svar: Förskolan behövs mest för barn i fattigdom och misär";"SVAR PÅ INSÄNDARE. Jag tror på en förskola med utbildad personal som kan ge språklig kompetens att stå på inför skolstarten. Barn som kommer från familjer där det ofta råder både fattigdom och misär behöver förskolan mest, skriver Rose-Marie Ljunggren, före detta gymnasie- och SFI-lärare.";https://www.dn.se/insandare/svar-forskolan-behovs-mest-for-barn-i-fattigdom-och-misar/;"2025-02-03 14:39:01";;0;0;0;0;0;0;0;0;0;0
79;"Nicholas Wennö: Fascinerande hur kulturchef Malm koketterar med sin likgiltighet";"Jag är den första att erkänna att tv-serier kan vara en tidstjuv. Men att kokettera med sitt ointresse för vår tids mest inflytelserika kulturyttring är ungefär lika spännande som att skryta om att man inte läser böcker, skriver Nicholas Wennö.";https://www.dn.se/kultur/nicholas-wenno-fascinerande-hur-kulturchef-malm-koketterar-med-sin-likgiltighet/;"2025-02-03 14:37:53";;0;0;0;0;0;0;0;0;0;0
80;"Emma Bouvin: Netanyahu står med mössan i hand i Washington";"I samband med att Benjamin Netanyahu steg på planet mot USA, började uppgifter florera om att hans avsikt med resan är att få klartecken för att återuppta kriget i Gaza. I verkligheten är det dock inte Israel som dikterar villkoren. Säger Donald Trump ”hoppa!” kommer Netanyahu svara ”hur högt?”";https://www.dn.se/varlden/emma-bouvin-netanyahu-star-med-mossan-i-hand-i-washington/;"2025-02-03 14:26:18";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
81;"DN Debatt Repliker. ”Osäkerhet är knappast att eftersträva när vi talar om kärnvapen”";"DN DEBATT SLUTREPLIK. Tre professorer: Trump har förändrat förutsättningarna – därför behövs klarspråk från Sverige.";https://www.dn.se/debatt/osakerhet-ar-knappast-att-efterstrava-nar-vi-talar-om-karnvapen/;"2025-02-03 14:22:20";;0;0;0;0;0;0;0;0;0;0
82;"Efter misstänkt sabotage – Kina-kopplat fartyg får lämna Sverige";"Sverige släpper fartyget Vezhen som utretts för förra veckans kabelbrott i Östersjön, meddelar Åklagarmyndigheten. Det kinesiskt ägda fartyget som legat i beslag i en dryg vecka orsakade kabelbrottet – men det har konstaterats att det inte rör sig om ett medvetet sabotage.";https://www.dn.se/sverige/efter-misstankt-sabotage-kina-kopplat-fartyg-far-lamna-sverige/;"2025-02-03 14:10:31";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
83;"”Det gäller att andas med magen – och att kramas!”";"Gå runt och skämta eller lyssna på musik – hur tacklar man nervositeten inför en VM-start? DN ställde frågan till 24 vintersportstjärnor inför de kommande månadernas världsmästerskap.";https://www.dn.se/sport/det-galler-att-andas-med-magen-och-att-kramas/;"2025-02-03 13:42:19";;0;0;0;0;0;0;0;0;0;0
84;"Kina hoppas på att kunna förhandla bort Trump-tullar";"PEKING. Kina reagerar avvaktande på att Trump höjer tullarna på kinesiska varor. Förhoppningen är att sluta ett avtal med Trump och undvika ett upptrappat handelskrig – det sista kommunistpartiet vill ha i ett läge när den inhemska ekonomin går trögt.";https://www.dn.se/varlden/kina-hoppas-pa-att-kunna-forhandla-bort-trump-tullar/;"2025-02-03 13:36:00";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
85;"Möregårdh vidare – efter rysarmatch";"OS-silverhjälten Truls Möregårdh är vidare i stortävlingen på världstouren i Singapore – efter stora problem. Efter en ordväxling i det femte och avgörande setet mot rumänen Ovidiu Ionescu kunde den svenske världssjuan vinna i den första omgången med 3–2.";https://www.dn.se/sport/moregardh-vidare-efter-rysarmatch/;"2025-02-03 13:33:00";;0;0;0;0;0;0;0;0;0;0
86;"Trumps utlovade tullar väcker reaktioner: Vi är tillräckligt starka";"Donald Trumps handelstullar riktar in sig även på EU. Han har hotat med ”betydande” förändringar i handelsrelationerna, vilket nu väcker starka reaktioner från unionens ledare.";https://www.dn.se/varlden/trumps-utlovade-tullar-vacker-reaktioner-vi-ar-tillrackligt-starka/;"2025-02-03 13:14:33";Politik,SamhalleKonflikter;1;0;0;0;0;0;1;0;0;0
87;"Misstänkt dubbelmord skakar Piteå: ”Alla är skärrade”";"Sörjande har tänt ljus utanför villan i Piteå där två män hittades döda inomhus på fredagskvällen. Det misstänkta dubbelmordet skakar grannskapet. – Alla är skärrade, det är så förskräckligt, säger en boende i kvarteret, till DN.";https://www.dn.se/sverige/misstankt-dubbelmord-skakar-pitea-alla-ar-skarrade/;"2025-02-03 12:09:15";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
88;"Man döms för koranbränningar efter Salwan Momikas död";"Bara timmar innan domen om hets mot folkgrupp mot Salwan Momika skulle falla blev han ihjälskjuten – och domen flyttades fram. Nu döms Salwan Momikas medhjälpare Salwan Najem till villkorlig dom för hets mot folkgrupp efter flera koranbränningar. Hans försvarare Mark Safaryan säger att domen kommer att överklagas.";https://www.dn.se/sverige/man-doms-for-koranbranningar-efter-salwan-momikas-dod/;"2025-02-03 11:38:06";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
89;"Maria Andersson Vogel: Cat Bohannons svindlande bok har botat min rädsla för biologin";"Biologin har använts som stöd för sexistiska idéer och ofta mötts med skepsis av kvinnorörelsen. Den amerikanska forskaren Cat Bohannon visar i en ögonöppnande studie att biologin snarare kan vara en feministisk kampfråga. Det är befriande läsning, skriver Maria Andersson Vogel.";https://www.dn.se/kultur/maria-andersson-vogel-cat-bohannons-svindlande-bok-har-botat-min-radsla-for-biologin/;"2025-02-03 11:05:40";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
90;"Blev pappa i torsdags – med i VM-premiären";"I torsdags blev Kristoffer Jakobsen pappa för första gången. På tisdagen står 30-åringen på start i alpina VM:s inledande lagtävling. – Vi hoppas kunna ta det långt, säger landslagschefen Per Jonsson inför medaljjakten.";https://www.dn.se/sport/blev-pappa-i-torsdags-med-i-vm-premiaren/;"2025-02-03 11:04:58";;0;0;0;0;0;0;0;0;0;0
91;"Birgitta Holm: Jag blev paff när jag läste vad hon skrev efter Nobelpriset";"GP:s litteraturkritiker Mikaela Blomqvist vill ha en diskussion om estetiska frågor. Litteraturvetaren Birgitta Holm bemöter hennes avfärdande av Nobelpristagarna Han Kang och Annie Ernaux.";https://www.dn.se/kultur/birgitta-holm-jag-blev-paff-nar-jag-laste-vad-hon-skrev-efter-nobelpriset/;"2025-02-03 10:39:28";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
92;"Leif Zern: Skrattet har blivit en bristvara i dagens surmulna kultur";"Ett bidrag till skrattets filosofi bör man ta emot som en nådegåva i dessa dagar. Leif Zern läser Stina Bäckströms skrift ”Om humor”.";https://www.dn.se/kultur/leif-zern-skrattet-har-blivit-en-bristvara-i-dagens-surmulna-kultur/;"2025-02-03 10:37:04";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
93;"Inte ens barnen kunde få henne att sluta dricka vin";"Sylvia Rauan rör sig blixtsnabbt från party till ångest i monologen som baseras på Rebecka Åhlunds självbiografiska bok. Efter ”Jag som var så rolig att dricka vin med” blir det tydligt hur långt vår alkoholkultur har till tillfrisknande, skriver Niklas Wahllöf.";https://www.dn.se/kultur/inte-ens-barnen-kunde-fa-henne-att-sluta-dricka-vin/;"2025-02-03 10:30:19";Politik;1;0;0;0;0;0;0;0;0;0
94;"Vattenledningar måste bytas ut: ”Man skjuter problemet framför sig”";"Många vatten- och avloppsledningar är omkring 60 år gamla och behöver bytas ut. Men det går för långsamt, varnar branschorganisationen Svenskt vatten. Det kan leda till störningar som gör att hushåll blir utan drickbart vatten.";https://www.dn.se/ekonomi/vattenledningar-maste-bytas-ut-man-skjuter-problemet-framfor-sig/;"2025-02-03 10:24:45";;0;0;0;0;0;0;0;0;0;0
95;"Rekordlöparen har ingen chans att ta EM-medalj";"Efter förra årets succéartade genombrott har Erik Erlandsson fått en rekordbra start på 2025. Redan i en av säsongens första tävlingar raderade han ut det 20 år gamla svenska rekordet på 200 meter inomhus när han sprang på 20,43. Men oavsett hur snabbt han springer kommer inte 20-åringen ha chans att ta medalj i årets första mästerskap.";https://www.dn.se/sport/rekordloparen-har-ingen-chans-att-ta-em-medalj/;"2025-02-03 10:16:08";;0;0;0;0;0;0;0;0;0;0
96;"Utredare: Barn exponeras för ohälsosamma livsmedel i sociala medier";"Fler barn och unga i Sverige drabbas av hälsobesvär som övervikt och diabetes typ 2. En bidragande faktor anses vara marknadsföring av ohälsosamma livsmedel i sociala medier. Nu presenterar Folkhälsomyndigheten och Livsmedelsverket förslag på åtgärder för att bryta utvecklingen.";https://www.dn.se/sverige/utredare-barn-exponeras-for-ohalsosamma-livsmedel-i-sociala-medier/;"2025-02-03 10:15:55";;0;0;0;0;0;0;0;0;0;0
97;"Trump stoppar allt stöd till Sydafrika: ”Behandlar vissa människor mycket dåligt”";"JOHANNESBURG. USA:s president Donald Trump stoppar allt framtida finansiellt stöd till Sydafrika. Detta på grund av ”massiva människorättsövergrepp” relaterade till frågan om markägande i landet. – Det ser ut som att Donald Trump jobbar hårt på att bli ovän med resten av världen, säger ett sydafrikanskt nyhetsankare efter nattens påhopp.";https://www.dn.se/varlden/trump-stoppar-allt-stod-till-sydafrika-behandlar-vissa-manniskor-mycket-daligt/;"2025-02-03 09:13:28";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
98;"USAID:s personal ombedd att inte gå till jobbet";"Donald Trumps nära rådgivare Elon Musk vill lägga ner biståndsmyndigheten USAID och säger att presidenten är med på beslutet. ”USAID är en kriminell organisation”, dundrar han på sin plattform X där USAID har portats. Enligt källor överväger Trump att sammanslå myndigheten med utrikesdepartementet.";https://www.dn.se/varlden/musk-trump-med-pa-att-skrota-usaid/;"2025-02-03 09:12:17";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
99;"Fallet på Stockholmsbörsen mattas av";"Stockholmsbörsens nedgång har mattats av något. Vid lunchtid är OMXS-index ned 1,9 procent.";https://www.dn.se/ekonomi/bred-nedgang-pa-stockholmsborsen-13/;"2025-02-03 09:09:15";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
100;"Med uppdrag att stoppa bidragsfusket";"Nya Utbetalningsmyndigheten har på ett år hittat över 300 misstänkta bidragsbrott genom att samköra myndigheternas system, fall som inte hade upptäckts med tidigare metoder. Nästa steg är att ta fram en modell för att upptäcka fusk kopplat till utlandet, berättar generaldirektören Per Eleblad.";https://www.dn.se/ekonomi/med-uppdrag-att-stoppa-bidragsfusket/;"2025-02-03 08:57:07";;0;0;0;0;0;0;0;0;0;0
101;"Europa oroar sig över Trump 2.0 – resten av världen optimistiska";"BRYSSEL. I Europa betraktas Donald Trump som en fara. Men i stora delar av övriga världen tror man i stället att maktskiftet i USA kan få stopp på kriget i Ukraina, visar en global opinionsmätning.";https://www.dn.se/varlden/europa-oroar-sig-over-trump-2-0-resten-av-varlden-optimistiska/;"2025-02-03 08:46:44";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
102;"Trump rensar hemsidor på ”mångfald” och ”inkludering”";"Efter president Donald Trumps direktiv rensas amerikanska myndigheters webbplatser på ord som ”mångfald” och ”inkludering”. Uttryck som ”gravida människor” ersätts med ”gravida kvinnor”, rapporterar Washington Post.";https://www.dn.se/varlden/trump-rensar-hemsidor-pa-mangfald-och-inkludering/;"2025-02-03 08:46:08";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
103;"Kalena: Det kanske inte alls var North Dakota du såg";"Äntligen når Kalena sin 49:e delstat. Men har du sett North Dakota på film eller tv är det stor chans att du såg något helt annat.";https://www.dn.se/kultur/kalena-det-kanske-inte-alls-var-north-dakota-du-sag/;"2025-02-03 07:36:13";;0;0;0;0;0;0;0;0;0;0
104;"Oväntad coach i historiska matcher: ”Känns speciellt”";"När det för första gången ska spelas hockeymatcher i nyrenoverade Avicii arena är det inte ordinarie förbundskapten Sam Hallam som basar över laget. I stället kommer Tre Kronor under veckans landslagsturnering ledas av vikarien Magnus Hävelid.";https://www.dn.se/sport/ovantad-coach-i-historiska-matcher-kanns-speciellt/;"2025-02-03 07:18:49";;0;0;0;0;0;0;0;0;0;0
105;"Lamar prisades för diss – Beyoncés album bäst";"Världsstjärnan Kendrick Lamar prisades två gånger om för sin Drake-diss ”Not like Us”, som tog hem både årets låt och årets inspelning. Årets album blev Beyoncés ”Cowboy Carter” och årets artist Chappell Roan.";https://www.dn.se/kultur/lamar-prisades-for-diss-beyonces-album-bast/;"2025-02-03 06:55:34";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
106;"Rättsläkare: Större risk att utomstående skadas";"När gängen använder militära kulor ökar risken för att utomstående drabbas av skjutvapenvåldet, enligt rättsläkaren Lydia Kahn. – En helmantlad kula stannar inte upp i kroppen. Den fortsätter och riskerar att träffa tredje man, säger hon.";https://www.dn.se/sverige/rattslakare-storre-risk-att-utomstaende-skadas/;"2025-02-03 05:51:44";;0;0;0;0;0;0;0;0;0;0
107;"Gängen dödar med försvarets kulor: ”Mer kraftfulla”";"Kraftfulla helmantlade kulor blev över när militärförband lades ned runt millennieskiftet. Nu är försvarets gamla ammunition ett återkommande inslag i den grova brottsligheten – både i gängmord och i ett misstänkt terrorbrott. – Med tanke på hur ofta vi stöter på den vore det mer överraskande om det inte fanns fall med dödlig utgång, säger polischefen Kristian Malzoff om kulorna.";https://www.dn.se/sverige/gangen-dodar-med-forsvarets-kulor-mer-kraftfulla/;"2025-02-03 05:51:30";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
108;"Alex Schulman: Är Carina Bergfeldt verkligen bra för folkhälsan?";"Programledaren själv verkar avstängd – och publiken skrattar på konstiga ställen och applåderar för ingenting. Är det bara jag som ser galenskapen i Carina Bergfeldts talkshow?";https://www.dn.se/sverige/alex-schulman-ar-carina-bergfeldt-verkligen-bra-for-folkhalsan/;"2025-02-03 05:39:22";LivsstilFritt;0;0;0;0;0;1;0;0;0;0
109;"Bill Gates: I dag hade jag fått diagnosen autism";"Innan han grundade Microsoft och blev världens rikaste var han ett barn som kunde lära sig allt. Utom hur man fungerar med andra människor. För DN:s Linus Larsson berättar Bill Gates om sin förmodade autism, varför han slutade med lsd och vad han egentligen tänker om Elon Musk.";https://www.dn.se/varlden/bill-gates-i-dag-hade-jag-fatt-diagnosen-autism/;"2025-02-03 05:39:16";;0;0;0;0;0;0;0;0;0;0
110;"Explosion vid restaurang i Nacka";"Någonting har exploderat vid en restaurang i Björknäs i Nacka kommun öster om Stockholm. Det finns inga uppgifter skadade personer.";https://www.dn.se/sverige/explosion-vid-restaurang-i-nacka/;"2025-02-03 00:32:10";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
111;"Insändare. Svar: Ellevios effektavgift skickar fel signaler till elkunderna";"SVAR PÅ INSÄNDARE. Ett av landets största nätbolag behöver återvända till ritbordet och ta fram en mer genomtänkt effektbaserad tariff. Den nya avgiften lägger en orimlig börda på villaägare och skickar dessutom ut fel signaler till elkunderna, skriver Stefan Westman.";https://www.dn.se/insandare/svar-ellevios-effektavgift-ger-skickar-signaler-till-elkunderna/;"2025-02-02 22:25:04";;0;0;0;0;0;0;0;0;0;0
112;"Expert: Trump kastar grus i hela världshandelns maskineri";"Med de kraftigt höjda tullavgifterna för Kanada, Mexiko och Kina orsakar Donald Trump ett allvarligt bakslag för hela den internationella handeln, anser SEB:s seniorekonom Robert Bergqvist. – Jag har gett upp tanken på att se någon logik i hans ekonomiska politik.";https://www.dn.se/ekonomi/expert-trump-kastar-grus-i-hela-varldshandelns-maskineri/;"2025-02-02 21:47:38";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
113;"Meloni pressas efter att krigsbrottsanklagad släppts fri";"Premiärminister Giorgia Meloni har hamnat i blåsväder efter att Italien frigivit en krigsbrottsanklagad libysk polischef. Hennes kritiker hävdar att regeringen går Libyens ärenden och oppositionen kräver svar.";https://www.dn.se/varlden/meloni-pressas-efter-att-krigsbrottsanklagad-slappts-fri/;"2025-02-02 21:44:45";Politik;1;0;0;0;0;0;0;0;0;0
114;"Linn Grant fin trea i säsongspremiären";"Svenska Linn Grant stod för en fin säsongspremiär på LPGA-touren. Golfstjärnan slutade trea efter en rakt igenom stabil tävling.";https://www.dn.se/sport/linn-grant-fin-trea-i-sasongspremiaren/;"2025-02-02 21:37:37";Idrott;0;0;0;0;0;0;0;0;1;0
115;"Insändare. Låt föräldrar stanna hemma med barnen tills de börjar skolan";"INSÄNDARE. Samhället har nog stora pengar att spara på att kraftigt bygga ut föräldraförsäkringen och dra ner på förskolan. Det skulle ge fler lyckliga och harmoniska barn och färre gängmedlemmar, skriver Rolf Hägglund.";https://www.dn.se/insandare/lat-foraldrar-stanna-hemma-med-barnen-tills-de-borjar-skolan/;"2025-02-02 19:00:00";;0;0;0;0;0;0;0;0;0;0
116;"Insändare. Vi bör omvärdera vad livskvalitet egentligen innebär";"INSÄNDARE. Framtidens lyx är inte en högre lön, utan frihet att välja ett liv som känns äkta och hållbart. Det handlar om att våga bygga ett liv som inte passar in i samhällets traditionella mallar, men som passar dig, skriver brodösen och upplevelsedesignern Mira B Lindh.";https://www.dn.se/insandare/vi-bor-omvardera-vad-livskvalitet-egentligen-innebar/;"2025-02-02 05:00:00";;0;0;0;0;0;0;0;0;0;0
117;"Dagens Nyheter söker sommarvikarier";"Kom och jobba med oss på DN i sommar. Vi söker webbredaktörer, reportrar och redigerare till våra olika avdelningar.";https://www.dn.se/dagens-nyheter-soker-sommarvikarier/;"2025-02-01 10:44:20";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
118;"Flera skjutna vid skola i Örebro kommunen öppnar kriscenter";"Örebro kommun ”jobbar febrilt” för att få en bild av situationen efter skottdådet på Risbergska skolan, säger…";https://www.aftonbladet.se/nyheter/a/B0evR0/kommunen-oppnar-kriscenter-maste-ta-hand-om-manniskorna;"2025-02-04 14:08:16";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
119;"Flera skjutna i Örebro – detta har hänt";"Flera personer har skjutits i Örebro. Det här är vad som hittills är känt.";https://www.aftonbladet.se/nyheter/a/zAzQrK/flera-skjutna-i-orebro-detta-har-hant;"2025-02-04 13:57:37";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
120;"Skärpta krav på arbetslösa: För slappt";"Regeringen tänker öka kraven på arbetslösa som omfattas av olika arbetsmarknadsåtgärder.";https://www.aftonbladet.se/nyheter/a/KMXe3X/skarpta-krav-pa-arbetslosa-for-slappt;"2025-02-04 13:45:21";;0;0;0;0;0;0;0;0;0;0
121;"Minst fem personer skadade i skolskjutning i Örebro";"Minst fem personer skadade i skolskjutning i Örebro";https://tv.aftonbladet.se/video/380637;"2025-02-04 13:43:00";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
122;"Lärare: "Hörde skotten och barrikaderade mig"";"Fem personer har skjutits vid Campus Risbergska i Örebro. – Jag hörde skotten och barrikaderade mig, säger läraren…";https://www.aftonbladet.se/nyheter/a/xmdwAn/larare-horde-skotten-och-barrikaderade-mig;"2025-02-04 13:35:02";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
123;"It-teknikern Magnus gömmer sig: ”Poliser överallt”";"It-teknikern Magnus Håkansson hörde två skott och rusade ut i skolkorridoren.";https://www.aftonbladet.se/nyheter/a/MnXmVJ/it-teknikern-magnus-gommer-sig-poliser-overallt;"2025-02-04 13:10:01";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
124;"Tre experter om vad som händer när Putin dör";"PLUS Vad händer när Putin dör? Aftonbladet ställde frågan till tre experter: – Aleksej Djumin tar över, säger Malcolm…";https://www.aftonbladet.se/nyheter/a/dRalJo/experterna-svarar-det-hander-nar-putin-dor;"2025-02-04 13:00:04";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
125;"Strömmer: Mycket allvarliga uppgifter";"Flera partiledare och ministrar kommenterar nu våldsdådet vid en skola i Örebro.";https://www.aftonbladet.se/nyheter/a/dRajXB/strommer-mycket-allvarliga-uppgifter;"2025-02-04 12:59:13";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
126;"LIVE: Stor polisinsats vid skola i Örebro";"Det pågår just nu en stor polisinsats vid Risbergska skolan i Örebro. Polisen kallar det en allvarlig händelse.";https://www.aftonbladet.se/nyheter/a/EyXmPK/live-stor-polisinsats-vid-skola-i-orebro;"2025-02-04 12:28:56";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
127;"Han ska mota Musk i EU";"Hur ska demokratin skyddas från otillbörlig påverkan – utan att yttrandefriheten offras?";https://www.aftonbladet.se/nyheter/a/zAzkJq/han-ska-mota-musk-i-eu;"2025-02-04 12:11:07";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
128;"Hon kräver EU-plan mot våldet";"”Vi kan inte ha Vilda västern på nätet”, manar EU-parlamentsledamoten Evin Incir (S) som nu kräver att EU agerar mot…";https://www.aftonbladet.se/nyheter/a/lwaeyA/hon-kraver-eu-plan-mot-valdet;"2025-02-04 12:07:50";Politik;1;0;0;0;0;0;0;0;0;0
